d freq
0 13
1 18
2 11
3 12
4 14
5 17
6 17
7 19
8 21
9 22
10 21
11 21
12 20
13 18
14 17
15 14
16 13
17 13
18 10
19 11
20 9
21 9
22 8
23 7
24 7
25 6
26 5
27 4
28 3
29 2
30 2
31 2
32 2
33 1
34 1
35 1
36 1
37 1
38 1
39 1
40 1
41 1
42 1
