ts,Dtree,nDtree,HK
916721318,0.0,0.0,0.0
917997376,2.0155521932222366e-05,1.482574209440487e-05,8.68754406249279e-05
919273434,2.145716384873772e-05,1.6418941790659044e-05,9.465840267096104e-05
920549492,2.226699770432814e-05,1.4934513643074989e-05,7.088325807323935e-05
921825550,2.104559919577532e-05,1.6216602910104957e-05,8.634162589090339e-05
923101608,2.30153484283377e-05,1.4726899073190076e-05,6.800371215602132e-05
924377666,2.0826717805697907e-05,1.5842688764004766e-05,8.129209509039791e-05
925653724,2.0701056612134936e-05,1.4419925446146394e-05,6.606958462757109e-05
926929782,2.3840313467207377e-05,1.6236653135736262e-05,8.70694274414032e-05
928205840,2.567630039677669e-05,1.8487317773946504e-05,0.00011475462687983529
929481898,2.316103973654023e-05,1.8101110551808212e-05,0.00011033259441839536
930757956,2.4127951849868796e-05,1.731962909517791e-05,0.00012402673234632636
932034014,2.7205043819647975e-05,1.6832898384478318e-05,9.93956902920607e-05
933310072,2.8741813484054422e-05,1.7122449221828586e-05,0.00011432348289585393
934586130,2.8571340120906318e-05,1.6015725738796656e-05,9.617060411255736e-05
935862188,2.2914513854128726e-05,1.6362949713497288e-05,9.33164192200416e-05
937138246,2.3026347169782532e-05,1.5738892092546265e-05,8.717148815362167e-05
938414304,3.091698002587726e-05,2.2553311838034947e-05,0.00012074344178023828
939690362,4.106229473537122e-05,2.470419843281043e-05,0.00015686546107295107
940966420,3.83573310338977e-05,2.893521913380665e-05,0.00017077761673661829
942242478,3.175956092760381e-05,2.4068384720801532e-05,0.00013527271302609685
943518536,3.592696342530515e-05,2.2743886087204596e-05,0.00012192037428072577
944794594,3.504532659132615e-05,2.5354480350057227e-05,0.00013202978991822264
946070652,5.3654258940238166e-05,2.850082635028842e-05,0.0001643034699247992
947346710,4.184654597838992e-05,2.6253957615889378e-05,0.0001648242995758669
948622768,6.397734899858115e-05,2.8445746352028123e-05,0.00019717019171677384
949898826,4.3280343507053774e-05,2.7928538400242217e-05,0.00019695544802268778
951174884,5.438097133871547e-05,2.5760480661388306e-05,0.0001776257295470016
952450942,4.566419200139447e-05,2.5899715679414715e-05,0.00018077976750177792
953727000,3.8982798984595973e-05,2.7122040925435152e-05,0.0001892370410513107
955003058,4.204920366225356e-05,2.752439900713875e-05,0.00017236116037854313
956279116,3.614226560236529e-05,2.8414183487463558e-05,0.00019979165182360738
957555174,3.606059036160169e-05,2.7093910107750565e-05,0.00017647000709501324
958831232,3.9305862476156944e-05,2.939287585053542e-05,0.00021550743178294236
960107290,4.088176991810645e-05,2.7999800278562268e-05,0.00037009987873786446
961383348,4.32557910053432e-05,2.966697955039239e-05,0.00021236877164767344
962659406,4.5449550105403936e-05,2.894862582770132e-05,0.00020975668039553545
963935464,4.2565576737300336e-05,2.7039751210838912e-05,0.00019854225981780796
965211522,4.884724640986595e-05,2.898036422248923e-05,0.0002298333051460147
966487580,4.194784133848173e-05,2.916069969436129e-05,0.00021466211818721084
967763638,4.3564776929202225e-05,2.886369601167578e-05,0.00020746420764482408
969039696,4.166500325594488e-05,2.888983007981458e-05,0.0002059268478702637
970315754,4.71093264610572e-05,3.010655185494976e-05,0.0002140002650237872
971591812,4.560065092607694e-05,2.768228493680187e-05,0.00020859336682925076
972867870,4.162988962250889e-05,2.8463911917449592e-05,0.0002021071766270478
974143928,3.918571919434022e-05,2.8976314997241885e-05,0.0002114663329918199
975419986,4.0445252264088806e-05,2.7593041876804292e-05,0.00019692275511239583
976696044,4.734494415332528e-05,2.9284328932075418e-05,0.000231730726058069
977972102,4.040246449742493e-05,2.769219769846241e-05,0.00021324629349727574
979248160,4.3593735467050536e-05,2.7338376342578823e-05,0.0002030487980182294
980524218,4.358408780946853e-05,2.9493303134680382e-05,0.0002084539352595595
981800276,3.977334983300959e-05,2.9532389529947073e-05,0.0001985338187135899
983076334,3.95080483904824e-05,2.9490892806284927e-05,0.0004763833703196583
984352392,4.272520951501651e-05,3.011260233527653e-05,0.00020366087781946104
985628450,4.102103518513808e-05,2.9360677260261206e-05,0.0002056728215041495
986904508,3.9885965514462653e-05,2.8948434289803485e-05,0.00022719365836392096
988180566,4.143059400476817e-05,3.002365459714912e-05,0.0002233809478675935
989456624,4.4288487912797973e-05,3.090781955103538e-05,0.00022123104767089396
990732682,4.290059447357297e-05,3.0265241896328918e-05,0.0007204754077744029
992008740,4.748794977317434e-05,3.098935590165465e-05,0.0002242560004752671
993284798,5.0749044290130596e-05,3.2979039662726165e-05,0.00024096396077760577
994560856,5.1184937999246956e-05,2.9134778098006917e-05,0.00021451310595581525
995836914,6.0029010810144023e-05,2.8457360047873008e-05,0.00021395793125035404
997112972,5.17443708164546e-05,2.7997271451559574e-05,0.00020291407498974602
998389030,4.143063627786819e-05,2.7390632505329115e-05,0.00019027085213105464
999665088,4.0426090316820885e-05,2.9580716556292107e-05,0.0002021361241928604
1000941146,4.322508152332154e-05,2.9456965215277774e-05,0.00021027335754138812
1002217204,4.7644890278152895e-05,3.2191598945311496e-05,0.00020497221295340232
1003493262,4.2064317109496264e-05,3.0672186741321266e-05,0.00023231215609834072
1004769320,0.0006228855393042174,3.295166443439423e-05,0.001302325310237042
1006045378,4.095602217589798e-05,3.071689857079198e-05,0.0010288842154305114
1007321436,4.266507673110548e-05,3.086974920472612e-05,0.00025529575168026713
1008597494,4.5419962840492286e-05,3.1151363342351276e-05,0.0011197009225587336
1009873552,4.3844320636613054e-05,2.9411939266844054e-05,0.00022164916629729647
1011149610,4.9105262544025926e-05,2.981641827195106e-05,0.0002149228371452301
1012425668,4.5271026237858654e-05,2.9920963737715304e-05,0.00022824787158201015
1013701726,4.72775318059376e-05,2.94241896724047e-05,0.0001941952961131998
1014977784,4.890318829577297e-05,2.5600787320161583e-05,0.0001815223433659384
1016253842,4.006538642566556e-05,2.594602619181309e-05,0.00018897950782179593
1017529900,4.113305270507077e-05,2.4483112677706964e-05,0.00017567355296353198
1018805958,3.64437059860903e-05,2.5663248693410732e-05,0.0001603239235329032
1020082016,4.242183625215521e-05,2.7650569138686545e-05,0.00016330348633103743
1021358074,3.392079430232349e-05,2.674693120138471e-05,0.00016952752139750126
1022634132,3.945340886919786e-05,2.1783557924921477e-05,0.00013544035296568296
1023910190,4.028546960537022e-05,2.542962815317772e-05,0.0001516876383865396
1025186248,3.891078898834066e-05,2.787286627664052e-05,0.0001870498484151588
1026462306,3.574081126020952e-05,2.3188930374123e-05,0.00013108680372701892
1027738364,3.114473966787834e-05,2.3605960660183352e-05,0.00013488720112065457
1029014422,2.75937180054386e-05,2.0966702123804574e-05,0.00010348309481499587
1030290480,0.0,0.0,0.0
1031566538,0.0,0.0,0.0
1032842596,0.0,0.0,0.0
1034118654,0.0,0.0,0.0
1035394712,0.0,0.0,0.0
1036670770,3.0968028570828184e-05,2.4610884247946156e-05,0.00011208727627250857
1037946828,0.0,0.0,0.0
1039222886,0.0,0.0,0.0
1040498944,0.0,0.0,0.0
1041775002,3.149515187682748e-05,2.484371256331687e-05,0.00011344699363427355
1043051060,0.0,0.0,0.0
