ts,Dtree,nDtree,HK,ET,opt
1082227042,4.9536800059797e-06,7.895713309023481e-06,3.0092744567252504e-05,2.0760939028633105e-05,0.0036950811391549083
1082420323,4.677055199166941e-06,6.003245283518539e-06,6.526457073819611e-05,4.5308390171141314e-05,0.004551525347278189
1082613604,5.2221876870839194e-06,5.415138595754138e-06,6.331165870647114e-05,4.345877732896427e-05,0.029161097755095622
1082806885,6.120466729410461e-06,6.5757679775574984e-06,8.488090176688136e-05,5.9739966396111496e-05,0.1754000789328547
1083000166,6.07549293838367e-06,6.868156650533872e-06,9.746761768893256e-05,7.039247085195856e-05,0.4175336233878081
1083193447,6.559338779099322e-06,7.548075574218706e-06,0.00010275346551826108,8.109199098140085e-05,0.7577093593720838
1083386728,6.309220168982834e-06,7.187533177328124e-06,0.00010724926469792225,8.115948577002144e-05,1.2891466029394953
1083580009,6.429623648353648e-06,7.691842446071858e-06,0.00011255555347519281,8.556336216415094e-05,1.8896911557511566
1083773290,6.599816939731931e-06,8.421607025006588e-06,0.00011500634557847459,8.340621685138469e-05,2.5897713483841396
1083966571,6.5311974970942315e-06,1.0828940370758008e-05,0.0001192037710271971,9.154810973761218e-05,3.5679815621003006
1084159852,6.551720681362742e-06,1.3081072992171629e-05,0.00010777671324784629,9.435377837827311e-05,4.317070590895995
1084353133,6.133718621854463e-06,1.1972673694899932e-05,0.0001244592227686265,9.650767553476507e-05,4.5917919827044384
1084546414,6.404249982260966e-06,1.2287437057663452e-05,0.00012786348820965473,9.658543352233017e-05,4.971974811249889
1084739695,6.278902521992386e-06,1.4304344969788189e-05,0.00012367095783815229,9.446760942067014e-05,5.059103232174612
1084932976,6.700257569018753e-06,1.4634827811375326e-05,0.00011252934182960853,9.445709737550412e-05,5.513318281123977
1085126257,6.290811700483742e-06,1.4554921108043099e-05,0.0001222652566229886,9.429572176796886e-05,5.787573945751238
1085319538,6.465623162583485e-06,1.3635785377429636e-05,0.0001227256150768705,9.70123891748973e-05,5.946499659896025
1085512819,6.478256883457196e-06,1.5206788408418683e-05,0.00012075165623088237,9.696856317163557e-05,5.591262775542847
1085706100,6.448144315705182e-06,1.3957647025742387e-05,0.00011864266895559385,9.659307678595764e-05,6.442865559367744
1085899381,6.706928378693446e-06,1.4676936848453154e-05,0.00013069023267933707,9.738987010146661e-05,6.875399301365889
1086092662,6.786447781360458e-06,1.4652053057823383e-05,0.0001287584981603193,0.00010116439787562026,6.86731268771364
1086285943,6.822635498159904e-06,1.3176978781275307e-05,0.00012700616657130502,9.805123493055442e-05,6.538233193804692
1086479224,6.639742657177844e-06,1.2718829284624607e-05,0.00012665158510444843,9.772258546500674e-05,6.51204554735133
1086672505,6.936754976291932e-06,1.2220412776235955e-05,0.0001393324319434974,9.696373979560524e-05,6.551786370236814
1086865786,6.610825928733146e-06,1.52525352682783e-05,0.0001349122459186298,9.854837716842063e-05,6.193892501822933
1087059067,7.374071440953031e-06,1.724284469447909e-05,0.0001292564185998428,9.809023758479615e-05,4.946217891808109
1087252348,7.37800369036724e-06,1.83700205397208e-05,0.0001347508058339716,0.00010145258678127302,4.616883579041052
1087445629,8.817038952141223e-06,1.8667845166900037e-05,0.00015144482640933236,0.00011500349161998952,4.31412468445408
1087638910,8.029843163726747e-06,1.6770283675391734e-05,0.0001293641074941197,0.00010875073082230969,3.4887866735081974
1087832191,7.0047758499148026e-06,1.669672328983415e-05,0.00010569251843033123,9.025587248382291e-05,2.7119437134399553
1088025472,7.604637096214366e-06,1.4358578758837727e-05,0.00010922748424895352,8.461026893983928e-05,1.9280947802375388
1088218753,7.1971120399922926e-06,9.257482550933527e-06,8.101683468832716e-05,5.741498959689498e-05,0.8645952649471158
1088412034,8.66906475775553e-06,1.2720538262439803e-05,0.00010958539390424728,9.120588807553674e-05,0.8122824628124465
1088605315,7.430925625012905e-06,9.834508340963888e-06,0.00010093779952049759,7.802754514460606e-05,0.5046434337961818
1088798596,6.651451659263532e-06,9.353377717532104e-06,9.553303375603179e-05,7.551247505725192e-05,0.5165640698670747
1088991877,6.5202070208116264e-06,1.0338780850099549e-05,0.0001040039257748233,8.355045164429443e-05,0.7752792616565296
1089185158,6.866042580465789e-06,8.892456702839611e-06,0.00010151146003711388,8.660299536574865e-05,0.85700598234856
1089378439,6.417966450584152e-06,8.69244808092037e-06,0.00011012461735083128,8.229092779626783e-05,0.982834693522701
1089571720,6.258485198021937e-06,9.033601842911497e-06,0.0001062962732707134,8.156765714935773e-05,1.0364280021726737
1089765001,6.409905437869585e-06,1.054606596384024e-05,9.016381765605995e-05,7.66122739100395e-05,1.259925341171351
1089958282,6.215015622907922e-06,1.0941159371317024e-05,0.00011280253355577879,8.91398394586304e-05,1.0509378360027
1090151563,7.290320210887856e-06,1.518785666826254e-05,0.00013220364272053842,9.527893452926584e-05,1.1482492804222109
1090344844,6.6054012320845116e-06,1.0854557823044763e-05,0.00010999040788662318,8.878711649773152e-05,0.8911564969038577
1090538125,7.467548598080303e-06,9.578338691529143e-06,0.00011011126201769982,8.49143046002558e-05,0.8315884072501719
1090731406,7.135787620214113e-06,1.0324788678625732e-05,0.00011823875289573785,9.275064835460676e-05,0.8411523991726095
1090924687,6.719206008455791e-06,1.0322936897947941e-05,0.00010465510174447434,8.541941168256635e-05,0.7013681345950082
1091117968,7.028631066514894e-06,9.54401613917164e-06,0.00010091598717329437,8.000454227899225e-05,0.4551257905295361
1091311249,6.66465659385982e-06,8.064084302899086e-06,8.89193642206721e-05,7.082179884640066e-05,0.3050378801231681
1091504530,6.605168401586376e-06,9.532546254635322e-06,0.00011413676981265692,8.253259082633617e-05,0.39468189841924384
1091697811,7.520537145459018e-06,9.544793557856658e-06,0.0001088095618430039,7.693543958729702e-05,0.4670974535697545
1091891092,6.602269345717864e-06,8.76745819248984e-06,0.00010349772986311832,8.88868960930062e-05,0.42222547775779107
1092084373,5.941833455405633e-06,9.875593704215898e-06,9.057448943817738e-05,7.633859007408919e-05,0.37318729486975055
1092277654,6.142118163872922e-06,7.99672355266752e-06,9.058460139107003e-05,7.494495864392082e-05,0.37515626425170023
1092470935,5.7994892557556896e-06,8.127753782787841e-06,9.260597753961234e-05,6.862517163039145e-05,0.3647514953280207
1092664216,6.289216854080573e-06,8.91461331663842e-06,9.409930221845769e-05,8.34993953837926e-05,0.35426056439297504
