ts,Dtree,nDtree,HK,ET,opt
1423733250,0.0,0.0,0.0,0.0,0.0
1424167867,0.0,0.0,0.0,0.0,0.0
1424602484,0.0,0.0,0.0,0.0,0.0
1425037101,3.687087637464492e-05,3.651604424787706e-05,0.00032081853376572195,6.790983994661172e-05,0.00574849186280678
1425471718,3.0399927481323634e-05,2.6104710719364667e-05,0.00011756712350307374,4.7707453132721174e-05,0.005311126794861888
1425906335,0.0,0.0,0.0,0.0,0.0
1426340952,0.0,0.0,0.0,0.0,0.0
1426775569,0.0,0.0,0.0,0.0,0.0
1427210186,3.1671328438306387e-05,2.5411940711254388e-05,0.00013663272043566005,0.00013428859323598888,0.010386833209650422
1427644803,2.8639990900302483e-05,2.129532547709982e-05,9.342243055204863e-05,0.00012136260006031347,0.009647126763894771
1428079420,2.8749784129459174e-05,2.3288535858155365e-05,0.00010502565293369746,0.0001017930484402296,0.007568044931970679
1428514037,2.81376447138502e-05,2.0808160483240488e-05,9.399496973079242e-05,0.00012002224452513035,0.008379194273640268
1428948654,2.7150779140817195e-05,2.05183820066859e-05,8.31575847934541e-05,6.923015616993849e-05,0.005850541680186766
1429383271,3.0604816398849864e-05,2.554219750942902e-05,0.00011598947883812177,5.091675863179112e-05,0.0053607285391684655
1429817888,3.134427912846726e-05,2.4981546926016334e-05,0.00010451942470969881,5.0970774800957125e-05,0.0055043240057034626
1430252505,3.280830357551832e-05,2.65703673501061e-05,0.00011508610497448339,5.3150047832827025e-05,0.005347151854442568
1430687122,0.0,0.0,0.0,0.0,0.0
1431121739,2.9293527326681994e-05,2.3137546668280263e-05,9.922956538447616e-05,4.792724306243113e-05,0.00530779269338578
1431556356,0.0,0.0,0.0,0.0,0.0
1431990973,0.0,0.0,0.0,0.0,0.0
1432425590,2.9549316077797597e-05,2.3207022029254282e-05,9.037461683339269e-05,6.534928424608026e-05,0.00616966667654151
1432860207,0.0,0.0,0.0,0.0,0.0
1433294824,3.115615384964772e-05,2.5648367221238063e-05,0.00011360531688872564,4.7442960166460036e-05,0.005343806577207321
1433729441,0.0,0.0,0.0,0.0,0.0
